Ref,x,y,z
1664,11,6,12
1665,11,7,12
1666,11,8,12
1667,11,9,12
1668,11,10,12
1669,11,11,12
1670,11,12,12
1671,11,13,12
1672,11,14,12
1673,11,15,12
1674,11,16,12
1675,11,17,12
1676,11,18,12
1677,12,3,12
1678,12,4,12
1679,12,5,12
1680,12,6,12
1681,12,7,12
1682,12,8,12
1683,12,9,12
1684,12,10,12
1685,12,11,12
1686,12,12,12
1687,12,13,12
1688,12,14,12
1689,12,15,12
1690,12,16,12
1691,12,17,12
1692,12,18,12
1693,13,3,12
1694,13,4,12
1695,13,5,12
1696,13,6,12
1697,13,7,12
1698,13,8,12
1699,13,9,12
1700,13,10,12
1701,13,11,12
1702,13,12,12
1703,13,13,12
1704,13,14,12
1705,13,15,12
1706,13,16,12
1707,13,17,12
1708,13,18,12
1709,14,3,12
1710,14,4,12
1711,14,5,12
1712,14,6,12
1713,14,7,12
1714,14,8,12
1715,14,9,12
1716,14,10,12
1717,14,11,12
1718,14,12,12
1719,14,13,12
1720,14,14,12
1721,14,15,12
1722,14,16,12
1723,14,17,12
1724,14,18,12
1725,15,3,12
1726,15,4,12
1727,15,5,12
1728,15,6,12
1729,15,7,12
1730,15,8,12
1731,15,9,12
1732,15,10,12
1733,15,11,12
1734,15,12,12
1735,15,13,12
1736,15,14,12
1737,15,15,12
1738,15,16,12
1739,15,17,12
1740,15,18,12
1741,0,3,13
1742,0,4,13
1743,0,5,13
1744,0,6,13
1745,0,7,13
1746,0,8,13
1747,0,9,13
1748,0,10,13
1749,0,11,13
1750,0,12,13
1751,1,3,13
1752,1,4,13
1753,1,5,13
1754,1,6,13
1755,1,7,13
1756,1,8,13
1757,1,9,13
1758,1,10,13
1759,1,11,13
1760,1,12,13
1761,2,3,13
1762,2,4,13
1763,2,5,13
1764,2,6,13
1765,2,7,13
1766,2,8,13
1767,2,9,13
1768,2,10,13
1769,2,11,13
1770,2,12,13
1771,3,3,13
1772,3,4,13
1773,3,5,13
1774,3,6,13
1775,3,7,13
1776,3,8,13
1777,3,9,13
1778,3,10,13
1779,3,11,13
1780,3,12,13
1781,4,3,13
1782,4,4,13
1783,4,5,13
1784,4,6,13
1785,4,7,13
1786,4,8,13
1787,4,9,13
1788,4,10,13
1789,4,11,13
1790,4,12,13
1791,5,3,13
1792,5,4,13
1793,5,5,13
1794,5,6,13
1795,5,7,13
1796,5,8,13
1797,5,9,13
1798,5,10,13
1799,5,11,13
1800,5,12,13
1801,6,3,13
1802,6,4,13
1803,6,5,13
1804,6,6,13
1805,6,7,13
1806,6,8,13
1807,6,9,13
1808,6,10,13
1809,6,11,13
1810,6,12,13
1811,7,3,13
1812,7,4,13
1813,7,5,13
1814,7,6,13
1815,7,7,13
1816,7,8,13
1817,7,9,13
1818,7,10,13
1819,7,11,13
1820,7,12,13
1821,8,3,13
1822,8,4,13
1823,8,5,13
1824,8,6,13
1825,8,7,13
1826,8,8,13
1827,8,9,13
1828,8,10,13
1829,8,11,13
1830,8,12,13
1831,10,3,13
1832,10,4,13
1833,10,5,13
1834,10,6,13
1835,10,7,13
1836,10,8,13
1837,10,9,13
1838,10,10,13
1839,10,11,13
1840,10,12,13
1841,10,13,13
1842,10,14,13
1843,10,15,13
1844,10,16,13
1845,10,17,13
1846,10,18,13
1847,11,3,13
1848,11,4,13
1849,11,5,13
1850,11,6,13
1851,11,7,13
1852,11,8,13
1853,11,9,13
1854,11,10,13
1855,11,11,13
1856,11,12,13
1857,11,13,13
1858,11,14,13
1859,11,15,13
1860,11,16,13
1861,11,17,13
1862,11,18,13
1863,12,3,13
1864,12,4,13
1865,12,5,13
1866,12,6,13
1867,12,7,13
1868,12,8,13
1869,12,9,13
1870,12,10,13
1871,12,11,13
1872,12,12,13
1873,12,13,13
1874,12,14,13
1875,12,15,13
1876,12,16,13
1877,12,17,13
1878,12,18,13
1879,13,3,13
1880,13,4,13
1881,13,5,13
1882,13,6,13
1883,13,7,13
1884,13,8,13
1885,13,9,13
1886,13,10,13
1887,13,11,13
1888,13,12,13
1889,13,13,13
1890,13,14,13
1891,13,15,13
1892,13,16,13
1893,13,17,13
1894,13,18,13
1895,14,3,13
1896,14,4,13
1897,14,5,13
1898,14,6,13
1899,14,7,13
1900,14,8,13
1901,14,9,13
1902,14,10,13
1903,14,11,13
1904,14,12,13
1905,14,13,13
1906,14,14,13
1907,14,15,13
1908,14,16,13
1909,14,17,13
1910,14,18,13
1911,15,3,13
1912,15,4,13
1913,15,5,13
1914,15,6,13
1915,15,7,13
1916,15,8,13
1917,15,9,13
1918,15,10,13
1919,15,11,13
1920,15,12,13
1921,15,13,13
1922,15,14,13
1923,15,15,13
1924,15,16,13
1925,15,17,13
1926,15,18,13
1927,0,3,14
1928,0,4,14
1929,0,5,14
1930,0,6,14
1931,0,7,14
1932,0,8,14
1933,0,9,14
1934,0,10,14
1935,0,11,14
1936,0,12,14
1937,1,3,14
1938,1,4,14
1939,1,5,14
1940,1,6,14
1941,1,7,14
1942,1,8,14
1943,1,9,14
1944,1,10,14
1945,1,11,14
1946,1,12,14
1947,2,3,14
1948,2,4,14
1949,2,5,14
1950,2,6,14
1951,2,7,14
1952,2,8,14
1953,2,9,14
1954,2,10,14
1955,2,11,14
1956,2,12,14
1957,3,3,14
1958,3,4,14
1959,3,5,14
1960,3,6,14
1961,3,7,14
1962,3,8,14
1963,3,9,14
1964,3,10,14
1965,3,11,14
1966,3,12,14
1967,4,3,14
1968,4,4,14
1969,4,5,14
1970,4,6,14
1971,4,7,14
1972,4,8,14
1973,4,9,14
1974,4,10,14
1975,4,11,14
1976,4,12,14
1977,5,3,14
1978,5,4,14
1979,5,5,14
1980,5,6,14
1981,5,7,14
1982,5,8,14
1983,5,9,14
1984,5,10,14
1985,5,11,14
1986,5,12,14
1987,6,3,14
1988,6,4,14
1989,6,5,14
1990,6,6,14
1991,6,7,14
1992,6,8,14
1993,6,9,14
1994,6,10,14
1995,6,11,14
1996,6,12,14
1997,7,3,14
1998,7,4,14
1999,7,5,14
2000,7,6,14
2001,7,7,14
2002,7,8,14
2003,7,9,14
2004,7,10,14
2005,7,11,14
2006,7,12,14
2007,8,3,14
2008,8,4,14
2009,8,5,14
2010,8,6,14
2011,8,7,14
2012,8,8,14
2013,8,9,14
2014,8,10,14
2015,8,11,14
2016,8,12,14
2017,10,3,14
2018,10,4,14
2019,10,5,14
2020,10,6,14
2021,10,7,14
2022,10,8,14
2023,10,9,14
2024,10,10,14
2025,10,11,14
2026,10,12,14
2027,10,13,14
2028,10,14,14
2029,10,15,14
2030,10,16,14
2031,10,17,14
2032,10,18,14
2033,11,3,14
2034,11,4,14
2035,11,5,14
2036,11,6,14
2037,11,7,14
2038,11,8,14
2039,11,9,14
2040,11,10,14
2041,11,11,14
2042,11,12,14
2043,11,13,14
2044,11,14,14
2045,11,15,14
2046,11,16,14
2047,11,17,14
2048,11,18,14
2049,12,3,14
2050,12,4,14
2051,12,5,14
2052,12,6,14
2053,12,7,14
2054,12,8,14
2055,12,9,14
2056,12,10,14
2057,12,11,14
2058,12,12,14
2059,12,13,14
2060,12,14,14
2061,12,15,14
2062,12,16,14
2063,12,17,14
2064,12,18,14
2065,13,3,14
2066,13,4,14
2067,13,5,14
2068,13,6,14
2069,13,7,14
2070,13,8,14
2071,13,9,14
2072,13,10,14
2073,13,11,14
2074,13,12,14
2075,13,13,14
2076,13,14,14
2077,13,15,14
2078,13,16,14
2079,13,17,14
2080,13,18,14
2081,14,3,14
2082,14,4,14
2083,14,5,14
2084,14,6,14
2085,14,7,14
2086,14,8,14
2087,14,9,14
2088,14,10,14
2089,14,11,14
2090,14,12,14
2091,14,13,14
2092,14,14,14
2093,14,15,14
2094,14,16,14
2095,14,17,14
2096,14,18,14
2097,15,3,14
2098,15,4,14
2099,15,5,14
2100,15,6,14
2101,15,7,14
2102,15,8,14
2103,15,9,14
2104,15,10,14
2105,15,11,14
2106,15,12,14
2107,15,13,14
2108,15,14,14
2109,15,15,14
2110,15,16,14
2111,15,17,14
2112,15,18,14
2113,0,3,15
2114,0,4,15
2115,0,5,15
2116,0,6,15
2117,0,7,15
2118,0,8,15
2119,0,9,15
2120,0,10,15
2121,0,11,15
2122,0,12,15
2123,1,3,15
2124,1,4,15
2125,1,5,15
2126,1,6,15
2127,1,7,15
2128,1,8,15
2129,1,9,15
2130,1,10,15
2131,1,11,15
2132,1,12,15
2133,2,3,15
2134,2,4,15
2135,2,5,15
2136,2,6,15
2137,2,7,15
2138,2,8,15
2139,2,9,15
2140,2,10,15
2141,2,11,15
2142,2,12,15
2143,3,3,15
2144,3,4,15
2145,3,5,15
2146,3,6,15
2147,3,7,15
2148,3,8,15
2149,3,9,15
2150,3,10,15
2151,3,11,15
2152,3,12,15
2153,4,3,15
2154,4,4,15
2155,4,5,15
2156,4,6,15
2157,4,7,15
2158,4,8,15
2159,4,9,15
2160,4,10,15
2161,4,11,15
2162,4,12,15
2163,5,3,15
2164,5,4,15
2165,5,5,15
2166,5,6,15
2167,5,7,15
2168,5,8,15
2169,5,9,15
2170,5,10,15
2171,5,11,15
2172,5,12,15
2173,6,3,15
2174,6,4,15
2175,6,5,15
2176,6,6,15
2177,6,7,15
2178,6,8,15
2179,6,9,15
2180,6,10,15
2181,6,11,15
2182,6,12,15
2183,7,3,15
2184,7,4,15
2185,7,5,15
2186,7,6,15
2187,7,7,15
2188,7,8,15
2189,7,9,15
2190,7,10,15
2191,7,11,15
2192,7,12,15
2193,8,3,15
2194,8,4,15
2195,8,5,15
2196,8,6,15
2197,8,7,15
2198,8,8,15
2199,8,9,15
2200,8,10,15
2201,8,11,15
2202,8,12,15
2203,10,3,15
2204,10,4,15
2205,10,5,15
2206,10,6,15
2207,10,7,15
2208,10,8,15
2209,10,9,15
2210,10,10,15
2211,10,11,15
2212,10,12,15
2213,10,13,15
2214,10,14,15
2215,10,15,15
2216,10,16,15
2217,10,17,15
2218,10,18,15
2219,11,3,15
2220,11,4,15
2221,11,5,15
2222,11,6,15
2223,11,7,15
2224,11,8,15
2225,11,9,15
2226,11,10,15
2227,11,11,15
2228,11,12,15
2229,11,13,15
2230,11,14,15
2231,11,15,15
2232,11,16,15
2233,11,17,15
2234,11,18,15
2235,12,3,15
2236,12,4,15
2237,12,5,15
2238,12,6,15
2239,12,7,15
2240,12,8,15
2241,12,9,15
2242,12,10,15
2243,12,11,15
2244,12,12,15
2245,12,13,15
2246,12,14,15
2247,12,15,15
2248,12,16,15
2249,12,17,15
2250,12,18,15
2251,13,3,15
2252,13,4,15
2253,13,5,15
2254,13,6,15
2255,13,7,15
2256,13,8,15
2257,13,9,15
2258,13,10,15
2259,13,11,15
2260,13,12,15
2261,13,13,15
2262,13,14,15
2263,13,15,15
2264,13,16,15
2265,13,17,15
2266,13,18,15
2267,14,3,15
2268,14,4,15
2269,14,5,15
2270,14,6,15
2271,14,7,15
2272,14,8,15
2273,14,9,15
2274,14,10,15
2275,14,11,15
2276,14,12,15
2277,14,13,15
2278,14,14,15
2279,14,15,15
2280,14,16,15
2281,14,17,15
2282,14,18,15
2283,15,3,15
2284,15,4,15
2285,15,5,15
2286,15,6,15
2287,15,7,15
2288,15,8,15
2289,15,9,15
2290,15,10,15
2291,15,11,15
2292,15,12,15
2293,15,13,15
2294,15,14,15
2295,15,15,15
2296,15,16,15
2297,15,17,15
2298,15,18,15
2299,0,3,16
2300,0,4,16
2301,0,5,16
2302,0,6,16
2303,0,7,16
2304,0,8,16
2305,0,9,16
2306,0,10,16
2307,0,11,16
2308,0,12,16
2309,1,3,16
2310,1,4,16
2311,1,5,16
2312,1,6,16
2313,1,7,16
2314,1,8,16
2315,1,9,16
2316,1,10,16
2317,1,11,16
2318,1,12,16
2319,2,3,16
2320,2,4,16
2321,2,5,16
2322,2,6,16
2323,2,7,16
2324,2,8,16
2325,2,9,16
2326,2,10,16
2327,2,11,16
2328,2,12,16
2329,3,3,16
2330,3,4,16
2331,3,5,16
2332,3,6,16
2333,3,7,16
2334,3,8,16
2335,3,9,16
2336,3,10,16
2337,3,11,16
2338,3,12,16
2339,4,3,16
2340,4,4,16
2341,4,5,16
2342,4,6,16
2343,4,7,16
2344,4,8,16
2345,4,9,16
2346,4,10,16
2347,4,11,16
2348,4,12,16
2349,5,3,16
2350,5,4,16
2351,5,5,16
2352,5,6,16
2353,5,7,16
2354,5,8,16
2355,5,9,16
2356,5,10,16
2357,5,11,16
2358,5,12,16
2359,6,3,16
2360,6,4,16
2361,6,5,16
2362,6,6,16
2363,6,7,16
2364,6,8,16
2365,6,9,16
2366,6,10,16
2367,6,11,16
2368,6,12,16
2369,7,3,16
2370,7,4,16
2371,7,5,16
2372,7,6,16
2373,7,7,16
2374,7,8,16
2375,7,9,16
2376,7,10,16
2377,7,11,16
2378,7,12,16
2379,8,3,16
2380,8,4,16
2381,8,5,16
2382,8,6,16
2383,8,7,16
2384,8,8,16
2385,8,9,16
2386,8,10,16
2387,8,11,16
2388,8,12,16
2389,10,3,16
2390,10,4,16
2391,10,5,16
2392,10,6,16
2393,10,7,16
2394,10,8,16
2395,10,9,16
2396,10,10,16
2397,10,11,16
2398,10,12,16
2399,10,13,16
2400,10,14,16
2401,10,15,16
2402,10,16,16
2403,10,17,16
2404,10,18,16
2405,11,3,16
2406,11,4,16
2407,11,5,16
2408,11,6,16
2409,11,7,16
2410,11,8,16
2411,11,9,16
2412,11,10,16
2413,11,11,16
2414,11,12,16
2415,11,13,16
2416,11,14,16
2417,11,15,16
2418,11,16,16
2419,11,17,16
2420,11,18,16
2421,12,3,16
2422,12,4,16
2423,12,5,16
2424,12,6,16
2425,12,7,16
2426,12,8,16
2427,12,9,16
2428,12,10,16
2429,12,11,16
2430,12,12,16
2431,12,13,16
2432,12,14,16
2433,12,15,16
2434,12,16,16
2435,12,17,16
2436,12,18,16
2437,13,3,16
2438,13,4,16
2439,13,5,16
2440,13,6,16
2441,13,7,16
2442,13,8,16
2443,13,9,16
2444,13,10,16
2445,13,11,16
2446,13,12,16
2447,13,13,16
2448,13,14,16
2449,13,15,16
2450,13,16,16
2451,13,17,16
2452,13,18,16
2453,14,3,16
2454,14,4,16
2455,14,5,16
2456,14,6,16
2457,14,7,16
2458,14,8,16
2459,14,9,16
2460,14,10,16
2461,14,11,16
2462,14,12,16
2463,14,13,16
2464,14,14,16
2465,14,15,16
2466,14,16,16
2467,14,17,16
2468,14,18,16
2469,15,3,16
2470,15,4,16
2471,15,5,16
2472,15,6,16
2473,15,7,16
2474,15,8,16
2475,15,9,16
2476,15,10,16
2477,15,11,16
2478,15,12,16
2479,15,13,16
2480,15,14,16
2481,15,15,16
2482,15,16,16
2483,15,17,16
2484,15,18,16
