Ref,x,y,z
1610,2,0,0
1611,0,4,0
1612,0,2,0
1613,0,0,-4
1614,0,0,2
1615,0,0,4
1616,0,0,2
1617,0,0,4
1618,0,0,-2
1619,-5,0,0
1620,-3,0,0
1621,0,0,-5
1622,0,0,-3
1623,0,0,-5
1624,0,0,-3
1625,0,0,-1
1626,0,0,-3
1627,0,0,-1
1628,0,0,-3
1629,0,0,-1
1630,0,0,-4
1631,0,0,-2
1632,0,0,4
1633,0,0,-2
1634,0,0,-4
1635,0,0,-2
1636,0,0,-4
1637,0,0,-2
1638,0,0,-4
1639,0,0,-2
1640,0,0,0
1641,0,0,0
1642,0,0,0
1643,0,0,0
1644,0,0,0
1645,0,0,-4
1646,0,0,-3
1647,0,0,-5
1648,0,0,-3
1649,0,0,-5
1650,0,0,0
1651,0,0,0
1652,0,0,0
1653,0,0,0
1654,0,0,0
1655,0,0,-3
1656,0,0,-5
1657,0,0,-3
1658,0,0,-1
1659,0,0,-3
1660,0,0,0
1661,0,0,0
1662,0,0,0
1663,0,0,0
1664,0,0,0
1665,0,0,-1
1666,0,0,-3
1667,0,0,-1
1668,0,0,-4
1669,0,0,-2
1670,0,0,0
1671,0,0,0
1672,0,0,0
1673,0,0,0
1674,0,0,0
1675,0,0,-4
1676,0,0,-2
1677,0,0,-4
1678,0,0,-2
1679,0,0,-4
1680,0,0,0
1681,0,0,0
1682,0,0,0
1683,0,0,0
1684,0,0,0
1685,0,0,2
1686,0,0,-4
1687,0,0,-2
1688,0,0,-4
1689,0,0,-3
1690,0,0,0
1691,0,0,0
1692,0,0,0
1693,0,0,0
1694,0,0,0
1695,0,0,0
1696,0,0,0
1697,0,0,0
1698,0,0,5
1699,0,-3,0
1700,0,0,0
1701,0,0,0
1702,0,0,0
1703,0,0,0
1704,0,0,0
1705,0,0,0
1706,0,0,0
1707,0,0,0
1708,0,0,5
1709,0,0,-3
1710,0,0,0
1711,0,0,0
1712,0,0,0
1713,0,0,0
1714,0,0,0
1715,0,0,0
1716,0,0,0
1717,0,0,0
1718,0,0,1
1719,3,0,0
1720,0,0,0
1721,0,0,0
1722,0,0,0
1723,0,0,0
1724,0,0,0
1725,0,0,0
1726,0,0,0
1727,0,0,0
1728,1,0,0
1729,3,0,0
1730,0,0,0
1731,0,0,0
1732,0,0,0
1733,0,0,0
1734,0,0,0
1735,0,0,0
1736,0,0,0
1737,0,0,0
1738,1,0,0
1739,-3,0,0
1740,2,0,0
1741,4,0,0
1742,0,0,2
1743,0,0,-4
1744,0,0,2
1745,0,0,4
1746,0,0,2
1747,0,4,0
1748,-2,0,0
1749,-4,0,0
1750,-2,0,0
1751,-5,0,0
1752,0,3,0
1753,0,-5,0
1754,3,0,0
1755,0,-5,0
1756,0,0,3
1757,0,0,1
1758,0,0,3
1759,0,0,1
1760,0,0,-3
1761,0,0,-1
1762,0,0,4
1763,0,0,2
1764,-4,0,0
1765,2,0,0
1766,0,0,4
1767,0,0,2
1768,0,0,4
1769,0,0,2
1770,0,0,0
1771,0,0,0
1772,0,0,0
1773,0,0,0
1774,0,0,0
1775,-4,0,0
1776,-2,0,0
1777,0,0,4
1778,0,0,3
1779,-5,0,0
1780,0,0,0
1781,0,0,0
1782,0,0,0
1783,0,0,0
1784,0,0,0
1785,0,0,-3
1786,-5,0,0
1787,0,0,3
1788,0,0,5
1789,0,0,3
1790,0,0,0
1791,0,0,0
1792,0,0,0
1793,0,0,0
1794,0,0,0
1795,0,0,1
1796,0,0,3
1797,0,0,1
1798,0,0,3
1799,0,0,1
1800,0,0,0
1801,0,0,0
1802,0,0,0
1803,0,0,0
1804,0,0,0
1805,0,0,4
1806,0,0,2
1807,0,0,4
1808,0,0,2
1809,0,0,4
1810,0,0,0
1811,0,0,0
1812,0,0,0
1813,0,0,0
1814,0,0,0
1815,0,0,2
1816,0,0,4
1817,0,0,2
1818,0,0,4
1819,0,0,2
1820,4,0,0
1821,0,3,0
1822,0,5,0
1823,0,3,0
1824,0,5,0
1825,0,3,0
1826,0,1,0
1827,0,-3,0
1828,0,-1,0
1829,0,0,-3
1830,1,0,0
1831,0,3,0
1832,0,2,0
1833,0,4,0
1834,0,2,0
1835,4,0,0
1836,2,0,0
1837,4,0,0
1838,0,-2,0
1839,0,0,-4
1840,2,0,0
1841,0,4,0
1842,0,2,0
1843,0,5,0
1844,0,3,0
1845,0,5,0
1846,3,0,0
1847,5,0,0
1848,0,-3,0
1849,0,0,-1
1850,3,0,0
1851,0,1,0
1852,0,3,0
1853,0,1,0
1854,0,4,0
1855,0,2,0
1856,0,-4,0
1857,0,-2,0
1858,0,-4,0
1859,0,0,-2
1860,4,0,0
1861,2,0,0
1862,4,0,0
1863,0,2,0
1864,0,4,0
1865,0,3,0
1866,-5,0,0
1867,0,-3,0
1868,0,-5,0
1869,0,0,-3
1870,-5,0,0
1871,-3,0,0
1872,-1,0,0
1873,-3,0,0
1874,-1,0,0
1875,-3,0,0
1876,-2,0,0
1877,-4,0,0
1878,0,0,-2
1879,0,0,-4
1880,0,0,-2
1881,0,4,0
1882,-2,0,0
1883,0,-4,0
1884,-2,0,0
1885,0,-4,0
1886,0,0,-2
1887,0,0,-4
1888,0,0,-3
1889,0,0,-5
1890,0,0,-3
1891,0,0,-5
1892,3,0,0
1893,1,0,0
1894,3,0,0
1895,0,-1,0
1896,0,0,-3
1897,0,0,-1
1898,0,0,-3
1899,0,0,-2
1900,-4,0,0
1901,0,2,0
1902,0,4,0
1903,0,2,0
1904,4,0,0
1905,0,-2,0
1906,0,0,-4
1907,0,0,-2
1908,0,0,-4
1909,0,0,-2
1910,0,5,0
1911,0,3,0
1912,0,5,0
1913,0,3,0
1914,0,-5,0
1915,0,-3,0
1916,0,0,-1
1917,0,0,-3
1918,0,0,-1
1919,0,0,-3
1920,-1,0,0
1921,0,4,0
1922,0,2,0
1923,-4,0,0
1924,-2,0,0
1925,0,-4,0
1926,0,0,-2
1927,0,0,-4
1928,0,0,-2
1929,0,0,-4
1930,-2,0,0
1931,0,4,0
1932,-3,0,0
1933,-5,0,0
1934,-3,0,0
1935,0,-5,0
1936,0,0,-3
1937,0,0,-5
1938,0,0,-3
1939,0,0,-1
1940,-3,0,0
1941,0,1,0
1942,0,3,0
1943,-2,0,0
1944,-4,0,0
1945,0,-2,0
1946,0,0,-4
1947,0,0,-2
1948,0,0,-4
1949,0,0,-2
